47204	2	6
29526	2	9
65433	3
51320	7	8
24903	3
9712	8	9
44867	7
32153	9
40801	8	2
47967	4
65667	7
51573	2	7	3	6	9
43792	5
13370	7
27182	7
65192	8
53411	6
63983	7
63987	6	3
49967	2	5
43212	3
43047	3
67243	9
34721	7
56020	2
41911	9	4
66375	5	7
18948	4
28776	4
58550	8
8581	8
56674	2
44424	8
77256	9
69600	7	4
41960	3
65582	7
23516	7
40649	6
60646	7
68217	8
5029	8
55119	4	7
2537	3
5504	9	5
73998	3	2
8147	7	2	5
48276	3
69855	7	2	3
2600	8
9116	8
7719	7
48792	4
55307	2
35034	7
65102	3
79252	4
76987	6
124	3
59285	4
48820	6
55747	4
1173	2	6
18850	4
77674	8
12658	6	3
49437	2	3	6
42548	5	2
71217	8	7	3
49323	4	7
42827	5	7
12675	7
55260	4
31150	5	9
73201	3
24260	9
49766	9	4
26152	2
13373	3
23730	9	6
48879	9
68419	2
31253	3
37163	5
27286	6
33791	5
40931	5
19444	4
60802	4
52977	3
28388	6
59836	4
67428	9
70066	2	8	7
28626	7
9823	8
19591	4
74753	9
58006	5	2
11069	2
36434	4
474	3
73107	2	3
43576	6	7
59591	3
76056	4
45398	5
12179	5
25204	7	2
41534	8
63475	8	3
61288	2	4	8
44962	6	7
18422	4	9
15989	6
59158	9	6
26810	9
38913	6
23763	2
32374	2
70927	8
26954	5	8
11118	7	2	4
36415	4
32293	5
64285	3
48185	7
2789	7
70943	7
38883	5
32490	7	4
47617	6
49110	7
62174	3
2615	4
11476	9	8
7367	8
5021	8
71164	7
23161	9
10921	9
36431	2
35253	7
58712	5
32213	3
71102	3	5
13844	5
51484	7
49455	3
79994	2
71224	4
36796	9
55911	5
14590	3
67621	8
42908	6	7	9
1053	6
22669	8	7
5334	7	6	9
481	5	3	9
41243	2	3
24958	5
48011	8
35926	2	7
974	3	4
5562	4
48866	8
60685	9	7
46331	6	9
49060	5
2364	3	8
32449	8
35990	9	6
16405	3
59168	5	3	9
56181	2	3
11932	8
68249	8
37573	2
78341	7
55229	5
11762	7
11103	2
46847	2
39556	5
12010	5	3
5333	6
2260	6
54693	8
17042	2
63003	3	5
38407	5
9123	3
65596	8
18692	7	6
15758	3
67594	9
49163	3	9
14777	5
52618	8
16251	2	6	5
25251	8
2457	5
78609	2
63358	3	4
18763	8	9
67091	6	8
21560	4	2
9567	2
25460	6	4
76204	6
50528	8	6
67650	8	6
51688	6
30437	7
73416	7	4
11481	3
73309	5	9
26613	4
52057	4	2
47895	2	7	3
20351	4	9	2
35129	9
75754	3
42336	8	5
38745	7
53827	4	3	6
