31568	3	2
36186	5
12470	6
3813	5
8353	5
20626	8	5
10143	5
1791	2
3842	8	7
30715	8	3
26500	9
9231	9
32962	6	7
9670	9
21989	9
30055	8	6
5595	5	7
22228	6
34314	6
10729	2
30368	9
3082	5
4468	3
7379	7
39520	3	5
13777	2
14499	8
11755	6
19149	4
35090	4
23882	9	5
2268	7	2
27918	8
21795	2	6
35481	5
14248	2
2794	5
22501	5
24260	9
31916	3
6538	6
7599	4
9093	6
31107	8
22991	8
28362	6
1048	5
18299	2
37270	5
3249	4
7497	9
16329	7
1255	3
31446	9
18613	5
36378	9
27374	8	2
38878	5
20999	8
14111	8
22613	8	4
5764	3	2
8470	5	3	2
13913	3
24182	3
13843	3	6
17902	9
12947	9
31227	8	7
18368	9	4
31074	2
39807	5	2
8713	5
8338	7	3
17425	5
431	3
34037	8
824	2
33872	8
10565	6	3	5
36641	8
2595	7
34146	8
2058	5
24759	9
34298	2	6
21323	9	8
6742	5	7
23576	4
16236	8	5
27121	2
32366	8
14777	5
21879	5	8
2988	8
31895	9
35964	4
24137	3	5
39092	4
3020	7
39947	4
1276	4	9
21354	9	2
4661	9
24993	5
21041	7	8
32734	6
1161	7	8
27168	8
1330	9
4151	3
38745	7
36255	6
8752	6
36479	6
24641	5
36662	2
17545	6
21415	5
13722	2
22589	8
26876	2
31902	5
5998	2	8
5671	7	8
3893	5
11220	8	7	5
35203	8
31139	4
6921	4
36031	5
24358	4	5
35598	7
12824	9
6855	2	7
39418	6
14991	8
25228	2
4294	2	3
19801	6	4	3
24772	2
31281	3
23373	8
9780	3	7	6
32524	9
34931	6
21062	3	7
28148	4	2
37385	3	5
9981	4
4598	7	4
38631	5	3	8
27348	7
3361	7
14772	8
5179	4
8558	3
21097	6
31117	3	2	7
3381	3
36516	2
16554	3	9	5
20115	4
26173	9
36039	9
9512	7	4
27617	5
9720	2
21677	6
21985	7
16602	5	9	4
2747	5
17537	2	7
2514	6
7792	8
37578	8
24233	4
27542	6
746	2
28671	4
11637	6	7
16172	6
30681	9	3
5376	5
25798	4	5
1412	6	8
22659	2
10873	7
39099	6
35436	4
10772	9
33225	3	8	2	4
35030	2
23344	8
26934	6	5
32336	8	9	3
20950	8
12719	8
16206	4	9
19387	7
18825	5
3918	8
1270	5	2
4608	7
20609	8	2
7732	7
17166	7	5
29884	7
4069	7
11960	4	3
18408	4	7
7747	4	5
23168	9
23705	3
11964	5	9	4
39981	3	2
16189	5	8
2935	7
34160	6	3
38521	9
24493	8	4	7	6
3319	5	9
31796	3	7
21822	5
6638	7
15390	5
8785	8
23182	7
30372	4
21249	4	9
6776	8
34956	4
36601	3
5113	5
36684	9
7083	2
12173	9
28852	9
9835	4
10631	9
17470	4	5
23901	2
3088	4	2
38096	4
12620	6
35759	4
37321	5
19164	6	3
23360	5
1775	8
22154	5
22161	3
20895	2	3
5011	8	5	3
18240	7
10932	2	4
31251	3
10903	6
6836	9
38233	4	6
5541	5	2
11816	3	4
39984	3
931	3
5569	3
10916	6
26685	4	2
38460	5	8
8892	5
14050	5
19487	3	6	8
32984	9
4806	5
11469	8
27970	3
19396	5
7002	9	8
37176	6
34055	5
30020	6	7
6952	5
14022	3
13279	4
