4891	6
4543	2
6398	7	9
6451	2
6655	5
9719	8
8036	9
7983	3
2203	4
4222	7	6
6538	6
1060	7
1041	6	3
8714	9
4623	6
7228	2
7367	8
3760	5
1007	4
9130	6	7
9940	4	6
9886	9
6853	8
8694	5
2937	8	6	9
804	7
4141	9
6470	5
5922	9	5
6459	2
7572	3	2
810	2
8328	8
6620	2
7119	2
7673	8	5
9367	2
8354	3
1725	6
5768	3
7604	2
4368	4
6433	5
9631	6
146	9
8609	6
1353	6
4958	3	8
4503	9
9700	8
8810	4	5
8001	8
4445	6
9593	2
7949	7
6444	7
2187	5
8190	6	4
5428	4
9624	8	5
9732	6
5780	2
8939	4	2
6952	5
333	5
170	4
5103	4
4836	6
7353	7
4583	7
9105	5
1844	2	7
8430	8	5
3639	9
6174	2
575	2
8239	9
5172	3	4	5
2991	5
9530	9
555	7	4
8871	2
8902	8	7	6
4824	8
6706	4	5
6751	9
8559	7
3489	9
876	6
2054	8
8522	3	2
8597	8
6364	2
5549	7
9070	6
3098	6
6850	5
9857	9
1869	5
3123	4
8384	3	4
4278	8
9510	5
7551	2	5
5915	3
7276	6
1380	7
5435	2
6518	6
3300	4
8115	5
4062	5
562	3
2443	3
370	2
5817	7
4215	6	8
4651	5
5571	3
9256	7
6895	2
8632	3	4	2
8131	9	2
435	5	7	2
5414	8
6723	7
3551	7	5
8989	9
4145	7	8
666	3
4059	9
9623	2
485	2
5776	8
2896	7	2	9
8098	8
9219	4	7	3
3429	8	6
1201	6
7915	9
2263	3
5708	9	4
6293	8
572	3
7175	2	7
2497	3
3848	3
857	4
3945	6	8	9	3
5506	7	2
1121	8
7611	2	5
3117	2	4
2774	5	8
257	4
9297	4
6641	8
9729	3
6568	9	3
1338	3
9347	8	4
820	3
9272	5
1706	3
9258	8	6
7167	2
1768	4
1530	6
2743	8
1207	5
8824	5
3608	8
223	5
1474	8
5929	6	3
9813	8	2
2786	7
6000	4
5168	3
6430	3	6
945	2	9
3178	7	5
6022	9	8
3242	2
1623	5
4963	4
3328	5
2626	2	8
3890	5	6
8969	2	4
1280	5
2749	7
1157	7
4162	8
2659	2
4279	2
1484	9
3474	7
1558	5
9039	5
8510	4
8750	4
5222	5
7343	5	9
3675	6
3560	6	2	7
7756	2	3	9
1628	5
1339	9	3
8041	7	3
7025	2	8
412	3	7
4112	7
4490	7	4
3695	9	7
4681	8	5	3
9340	9
3552	4
1190	3
3556	4
1728	8
448	2	4
1072	3
7890	9
542	9	7	2
1584	6
2235	4
7368	7	3
7001	8	5
5510	3
4033	3	2
2326	7
4240	8
3857	9	7
4937	8
8303	9
8831	8
3814	5
5630	7
5963	7
9988	4
9997	4
4327	4
2878	7
8788	7
8258	6
6060	7	6
5946	6
9306	7
5291	3
4342	2	3
7405	8
8995	5
8763	2	9
5852	8
5184	3
4409	8
3994	9
8720	2	9
9569	3
2851	9
2143	8
2110	8
1590	5
7316	3
192	3
9198	9
4582	7	9
4125	6	3	9
4600	2	4
1935	6
9371	7	4	6
7476	2	3
1023	9
2200	7	3
4788	8	2
1120	5
441	8
3308	4	8
5627	7
8519	6	8
5561	4	3
4972	8	2
7853	5
1397	6
5702	4
4597	9
4962	7
3792	8
3443	9
1126	8	5	2
1039	7	5
1132	4
3091	6
6117	7
4979	2
6676	2	8
9218	4
145	8
9262	5
6450	6
8768	4
7116	8	9
2492	4
4044	3
1426	9
1796	6
2101	9
7477	6
2188	6
5903	9
4265	2
5104	4	6
1632	8
5617	6
5849	6	2	3
4446	4
974	4
6412	3
1952	4
4706	8
521	4
731	7
6359	3	9
3817	3
3683	4
180	8	2
1866	4	3
9023	5	2
6801	3
9321	4	5	8	2
3279	8
7036	6
8867	9
831	6
232	9
3801	7
4575	9	7
8300	3
8751	8
3979	6
9170	7	4
9351	7
5647	4
6088	6
88	9
3469	7	3	9
3729	5
1370	2
1371	3
2721	2	4
2225	2
100	8
512	7
2826	7
421	5
1777	3
746	6
6990	6
531	9
8549	2
8650	7
3309	5
5546	8
424	8
8557	9
6804	5
6373	2
5541	4	9
9831	9	3	8
7574	6	2
7431	8
7850	2
2667	9	7
6761	3
2015	7
137	3
987	9
8743	8	4
3007	5	4
6513	7
9826	3
9735	4	7
3622	6
852	5
8257	9	4	3
9330	5
6291	3
4142	9	5
1729	3	2
5661	8
505	4
250	8
9060	6	9
2147	2
7044	6	7
371	7
2104	5
8940	2	4
9035	2
5982	4
9881	3
2699	3
8572	8	5
8102	5
6632	8
8670	8
1272	7
2551	9
6166	6
7113	2
5151	5
4452	3	4
2915	3
7418	2
8574	5	9
5264	5
4814	3
7671	5	6
9452	5
2016	2
7156	9
5716	7	6
7930	8
1619	2
87	2
2114	9
4183	6
1597	7	8
7037	7
6347	9
2119	5
6521	4	7	3
6809	7
6736	7	5	4
5905	3	9
7801	9
9759	8	4
8598	8	2	9
3066	8
9375	9
2532	8
9382	8
438	6
4809	3
510	2
5724	8
5267	2	7	9	3	8
4817	7
704	8
6452	5	9
1355	9
4431	6	7
7672	3
940	8	4	9	3
9590	5	8
4413	4
1833	6	5	2
3558	8
4983	9
499	3
2724	4	8
4638	4
5299	4
8101	4
4564	7
3782	5
8152	5
9883	6	4
9193	7
4078	9	2	5
5398	8
8192	3
6335	6	8
7944	9	5
5895	6
6242	8	4
6299	8
7051	8	5
5307	5
2978	4
1872	6	2
8039	2	8	4
4510	9
9065	4	3
5225	6
5650	9	2
8512	2
1678	7	2
9196	8	7
2332	2
8010	3	9
4847	4
5297	4
5327	5
8868	3
9760	9	7
7965	5	8
1267	2
2458	5	6
2001	5	6	7
4729	8
1754	3
6869	6	5
2508	7	2	9
518	4
4868	9
5313	7	3
8752	2	7
2881	7	8
3811	4
3358	8
6558	9	8
4101	9
9774	5
4666	6
8793	5
4178	8
4865	3	7
903	5
6175	5	9
2704	6
2122	3	9	4
9694	6
3546	4
4309	5
9487	6
7644	3	5
8610	4
7730	8
4479	3	6	5	8
7433	7
3529	8	9
5999	8	6
4660	8
3591	2
5774	2
4325	9
2788	4
5951	7
9080	3	7
2770	7	3
5173	4
178	9
5525	9	6
3046	4
486	9
4045	7
7768	5
4970	2
2814	9
8815	8	4
9445	2	7	8
6712	6	7
1389	6
4771	9	6
2222	5
3368	3	7
5664	2
3401	4
7561	9
5807	7	4
9456	5
875	5
2821	6
9757	4	9
4073	8
156	2	7
9424	7	2
322	2
7168	8
5160	4
3335	5	4
9146	6	8
6432	8
9135	2
7304	9
9292	6	9
727	7
6341	7
9805	7	6	2
6874	8	3
2701	7
2255	7	4
2199	9
183	8
2516	7	5
5371	9
7531	9
9948	4
8916	7
907	8	6
9602	2
3871	5
8053	2	6
6370	8
8673	4
4849	6
7932	7
7631	8
8674	9	7
8365	9
4430	9
8936	9
3468	5	7
1867	3
4512	4
4644	5
9635	8
3907	9
2940	2	6
8820	4
4404	3
8120	2
692	7
4655	3	4
75	2
8888	5
8169	2
9591	6
6790	7
9634	5	6
1701	6
8835	8	4
5876	5
1071	8	4
318	6
5500	2
3784	8	4	9
7133	9
5023	4
5524	4
8928	6
5153	8	6
3097	2	7
62	8
3152	6
3456	4
2138	5
6583	9
4393	9
2986	5	3
6340	6
3875	5
2369	2
6062	9	6
6666	6
2755	2
671	9	7
9063	6
3775	5
4391	4
9781	7	4
5003	9
9095	3
3961	5
7609	6
1602	2
3693	3
5409	4	8
6104	8
6199	2	8
5092	7
4175	3
6302	4
7500	5	9
6983	3	4
159	5	7	9
3108	8
8962	4
6621	6	8
9718	6
8049	3
2944	2
2137	8
3198	6	4
2314	4	2
6997	6
7323	3
5073	9	8	5
1033	8	6
807	2
7289	8	5
3051	8	3
4715	5
3681	7
2843	8
638	9	3	4	8
6266	7
73	5
4066	8	6
1644	5
9648	7
7446	3
6467	2
5332	9
8554	2
8826	6	5
2799	8	5
5430	5
7856	5
7548	9
1986	4	5
7111	8
8333	6
2240	8	5
5770	8
8807	8	2	3
3545	8
6201	7	5
4529	3
7069	3
6486	2
681	5	9
2306	2	5
6231	7	9
1533	9	3
2346	8
6129	9
4799	2	9
