570	4
2300	4	5
8732	5
8831	3
3082	5
3939	4	9
6536	5	3
4819	9
4414	6	8
9888	5	3
7203	3
8319	3	7
2069	3
465	3	8
3757	6	2
7173	3
2991	4	5
7035	4	8
3953	8	5
8830	5	6
7638	6
7639	5
8648	3
4025	3
8592	2
4207	8
7137	5
8434	5
9567	2
303	7
939	4
1822	5
7931	9
9981	4
79	9
3549	3	2
3101	4	7
8751	3	2
1812	9	6
139	4
6616	4	2
43	7	9
4368	4
332	3
7428	8
6347	6	3
1680	4
4750	7	9
28	8
2935	7
2981	5
5875	4
6274	6	3
6177	8	7	4
4345	8	5
668	8	3
4597	2	7
5775	7
1831	9
3518	8
2742	2
1176	8	3	2
6368	4
2165	5
4285	5
398	9	5	2
1885	2
2760	2
8854	9
4407	7
3826	9
3081	3	7
5094	3
5958	2
2648	5	7
2926	6	5	4
3573	3
3941	2
7541	5
5103	4
5217	8
3584	3
6390	9
4817	3
237	7
9313	3	5	7
8037	8
6218	4
4099	6	8
77	7
5688	4
351	3
4822	9
5069	7
9530	9
5100	2
8593	3
8876	9	2
9212	7	3
7936	9	3	2
1485	7	5
3834	2
5556	3
5021	3
9238	6
8975	3	9
1635	8	2	7	6
5549	7
8818	4
2663	6	9
1869	5
5286	8	7
1624	6
3709	8
9259	3
1082	4
9906	6
614	8	7
9577	6
1236	2	5
5383	4
784	3
9219	2	6	5
9773	4
8348	2	5
9044	5
4470	4
3023	8
1450	9	3
1231	9
2279	6
8647	6
4741	9
6833	6
4365	7
3343	3
5435	5
1579	2
5887	7
7523	9	3
6832	9	2	3
7430	9
1559	6
3588	5
8723	7
6250	7	3
7397	9
3860	8
7942	7
5635	5
3680	9
421	2
6618	4	9	3
1191	8	5
2200	5
6656	6
4144	5
9936	6
2730	9
9648	4	8	7
3975	8	9	5
3848	3
7172	6
7583	9
4079	7
8873	9
6604	5
291	9	4
6824	2	7
1052	2
7692	5
9846	6
8963	8
8250	5
7134	2	5	8	9
8696	7	8
6868	6
1460	8
9650	3
2598	5
4413	4	7
5454	7
9038	3
3207	9
8802	9	8	3
2536	3	5	8
6934	9	3
408	7	6
6913	7
961	7	3
7325	7
8409	2
6709	3
5589	4
3173	8
3639	2
2669	5	3
3679	6
9087	3	9
1151	6
9441	9	4	8	6
5023	9
3505	2
2282	9
1128	4
1137	3	9
1699	9	3
6963	8	7	3
9445	7	9	3
9638	9
7549	7
787	5	7
8713	4	8
2793	5	3
9745	5	3
2893	5
6862	2	7
2381	7
2487	2	8
9056	7	8
823	3	5
4922	2
9609	3
4310	6	5	2
6908	8
2716	5
6744	9
9314	5
6998	7
4911	4
217	2	6
9062	9
3309	9	3
7576	2	7	5
8258	9
8662	9	8
5930	5
8728	7
7211	6	5
1711	5
5844	9	3
9611	7	8	9
8528	9
5417	4	3
6877	9	3
2453	9	7	3
1965	3	4
500	9	7
7729	8
9796	8
9171	4
3214	6
4571	6
4261	6	8
2877	2
5039	2	4
5722	6	3
7316	7	6	4
2363	9
6389	2	4	7
7245	3
7634	7
687	2
6427	4
1944	5
2041	2
359	6
5177	4
3798	8
2004	9
3765	4
1672	7	5
7574	6
1316	7
4331	7
701	8
776	9	6	8
891	5	6
3982	7
6053	3
3042	6
4714	2
8137	6	2
7423	3
7473	6	8
3498	4	5	3
208	6
4827	2
3952	6
8455	5
7917	5
7202	6	7
5580	3	8
822	7	3
9415	7
3174	5
569	2
5188	6
5631	7	5
5742	3
2245	5
2679	4
1838	7
7754	9
1930	8
4480	2
9790	3
7971	9
2457	3
633	7
